2023 Lower Weather Meterological Hourly Data (Summary),,
,,
Reference Dataset with the following format:,,
,"[Year of data collection] Meteorological data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",
3/1/2023 14:00,260.9,1.186
3/1/2023 14:15,261,1.166
3/1/2023 14:30,261.1,1.379
3/1/2023 14:45,261,1.277
3/1/2023 15:00,261.1,1.41
3/1/2023 15:15,261.1,1.277
3/1/2023 15:30,261.1,1.358
3/1/2023 15:45,261,1.358
3/1/2023 16:00,261,1.744
3/1/2023 16:15,260.8,1.238
3/1/2023 16:30,261,1.702
3/1/2023 16:45,260.9,1.5
3/1/2023 17:00,260.7,1.763
3/1/2023 17:15,260.9,1.51
3/1/2023 17:30,260.8,1.5
3/1/2023 17:45,260.8,1.217
3/1/2023 18:00,260.9,1.014
3/1/2023 18:15,260.9,0.368
3/1/2023 18:30,260.9,0.266
3/1/2023 18:45,260.8,-0.502
3/1/2023 19:00,260.9,-0.806
3/1/2023 19:15,260.8,-0.907
3/1/2023 19:30,260.8,-0.704
3/1/2023 19:45,260.8,-0.826
3/1/2023 20:00,260.8,-1.262
3/1/2023 20:15,260.9,-1.15
3/1/2023 20:30,260.9,-1.21
3/1/2023 20:45,260.9,-1.434
3/1/2023 21:00,260.8,-1.018
3/1/2023 21:15,260.8,-0.988
3/1/2023 21:30,260.8,-1.91
3/1/2023 21:45,260.9,-1.656
3/1/2023 22:00,260.8,-1.616
3/1/2023 22:15,260.9,-1.898
3/1/2023 22:30,260.9,-2.953
3/1/2023 22:45,260.9,-3.966
3/1/2023 23:00,260.9,-4.675
3/1/2023 23:15,260.8,-4.574
3/1/2023 23:30,261,-4.756
3/1/2023 23:45,261,-5.324
3/2/2023 0:00,260.9,-5.354
3/2/2023 0:15,261,-4.918
3/2/2023 0:30,260.9,-5.04
3/2/2023 0:45,260.9,-5.446
3/2/2023 1:00,260.9,-5.273
3/2/2023 1:15,260.9,-5.416
3/2/2023 1:30,260.9,-5.324
3/2/2023 1:45,260.9,-5.244
3/2/2023 2:00,260.9,-4.949
3/2/2023 2:15,261,-4.928
3/2/2023 2:30,261,-5.01
3/2/2023 2:45,260.9,-5
3/2/2023 3:00,260.9,-5.182
3/2/2023 3:15,260.9,-5.142
3/2/2023 3:30,261,-5.061
3/2/2023 3:45,260.8,-5.04
3/2/2023 4:00,260.8,-5.324
3/2/2023 4:15,260.9,-5.426
3/2/2023 4:30,260.9,-5.385
3/2/2023 4:45,260.9,-5.466
3/2/2023 5:00,260.9,-6.156
3/2/2023 5:15,260.9,-5.74
3/2/2023 5:30,260.8,-5.994
3/2/2023 5:45,260.8,-5.77
3/2/2023 6:00,260.8,-6.258
3/2/2023 6:15,260.9,-6.278
3/2/2023 6:30,260.9,-6.196
3/2/2023 6:45,260.9,-6.076
3/2/2023 7:00,260.8,-5.942
3/2/2023 7:15,260.8,-5.78
3/2/2023 7:30,260.8,-5.65
3/2/2023 7:45,260.9,-5.203
3/2/2023 8:00,261,-4.868
3/2/2023 8:15,260.9,-4.392
3/2/2023 8:30,260.9,-3.742
3/2/2023 8:45,260.9,-2.982
3/2/2023 9:00,261,-2.568
3/2/2023 9:15,260.9,-2.012
3/2/2023 9:30,260.9,-1.838
3/2/2023 9:45,260.9,-1.353
3/2/2023 10:00,260.8,-0.816
3/2/2023 10:15,260.8,-0.553
3/2/2023 10:30,260.8,-0.138
3/2/2023 10:45,260.8,0.408
3/2/2023 11:00,260.8,0.469
3/2/2023 11:15,260.8,0.044
3/2/2023 11:30,260.7,-0.057
3/2/2023 11:45,260.7,-0.674
3/2/2023 12:00,260.7,-0.806
3/2/2023 12:15,260.7,-1.009
3/2/2023 12:30,260.7,-0.876
3/2/2023 12:45,260.7,-0.665
3/2/2023 13:00,260.7,-0.746
3/2/2023 13:15,260.7,-0.886
3/2/2023 13:30,260.8,-1.028
3/2/2023 13:45,260.7,-1.15
3/2/2023 14:00,260.7,-0.846
3/2/2023 14:15,260.7,-0.624
3/2/2023 14:30,260.7,-0.3
3/2/2023 14:45,260.7,-0.088
3/2/2023 15:00,260.7,0.742
3/2/2023 15:15,260.7,0.762
3/2/2023 15:30,260.7,0.711
3/2/2023 15:45,260.7,1.014
3/2/2023 16:00,260.7,1.217
3/2/2023 16:15,260.7,1.925
3/2/2023 16:30,260.6,2.158
3/2/2023 16:45,260.6,2.37
3/2/2023 17:00,260.6,2.168
3/2/2023 17:15,260.6,1.884
3/2/2023 17:30,260.5,1.986
3/2/2023 17:45,260.6,1.906
3/2/2023 18:00,260.6,1.794
3/2/2023 18:15,260.6,0.692
3/2/2023 18:30,260.5,0.792
3/2/2023 18:45,260.5,0.448
3/2/2023 19:00,260.6,0.722
3/2/2023 19:15,260.6,0.904
3/2/2023 19:30,260.7,1.045
3/2/2023 19:45,260.6,0.944
3/2/2023 20:00,260.6,1.014
3/2/2023 20:15,260.6,1.176
3/2/2023 20:30,260.6,1.217
3/2/2023 20:45,260.6,1.166
3/2/2023 21:00,260.7,1.238
3/2/2023 21:15,260.6,1.096
3/2/2023 21:30,260.6,1.702
3/2/2023 21:45,260.6,1.48
3/2/2023 22:00,260.6,1.379
3/2/2023 22:15,260.6,1.268
3/2/2023 22:30,260.7,1.238
3/2/2023 22:45,260.6,1.358
3/2/2023 23:00,260.6,1.035
3/2/2023 23:15,260.6,0.914
3/2/2023 23:30,260.6,0.317
3/2/2023 23:45,260.6,-0.118
3/3/2023 0:00,260.7,-0.665
3/3/2023 0:15,260.7,-1.048
3/3/2023 0:30,260.7,-1.09
3/3/2023 0:45,260.8,-0.928
3/3/2023 1:00,260.8,-1.312
3/3/2023 1:15,261,-1.444
3/3/2023 1:30,261,-1.424
3/3/2023 1:45,261.1,-1.566
3/3/2023 2:00,261.1,-1.554
3/3/2023 2:15,261.1,-1.544
3/3/2023 2:30,261.1,-1.879
3/3/2023 2:45,261.1,-2.041
3/3/2023 3:00,261.2,-1.91
3/3/2023 3:15,261.2,-2.061
3/3/2023 3:30,261.2,-2.284
3/3/2023 3:45,261.2,-2.436
3/3/2023 4:00,261.2,-2.507
3/3/2023 4:15,261.2,-2.588
3/3/2023 4:30,261.2,-2.69
3/3/2023 4:45,261.2,-2.832
3/3/2023 5:00,261.2,-2.588
3/3/2023 5:15,261.2,-2.304
3/3/2023 5:30,261.1,-1.91
3/3/2023 5:45,261.1,-2.405
3/3/2023 6:00,261.2,-2.588
3/3/2023 6:15,261.1,-3.632
3/3/2023 6:30,261.2,-3.966
3/3/2023 6:45,261.2,-3.956
3/3/2023 7:00,261.2,-4.392
3/3/2023 7:15,261.1,-4.33
3/3/2023 7:30,261.1,-3.956
3/3/2023 7:45,261.3,-3.611
3/3/2023 8:00,261.2,-3.844
3/3/2023 8:15,261.3,-3.752
3/3/2023 8:30,261.3,-3.186
3/3/2023 8:45,261.3,-2.872
3/3/2023 9:00,261.2,-2.426
3/3/2023 9:15,261.2,-2.142
3/3/2023 9:30,261.1,-2.184
3/3/2023 9:45,261.1,-1.697
3/3/2023 10:00,261.1,-1.646
3/3/2023 10:15,261.2,-1.454
3/3/2023 10:30,261.1,-1.544
3/3/2023 10:45,261,-1.636
3/3/2023 11:00,261.1,-1.232
3/3/2023 11:15,261,-1.059
3/3/2023 11:30,260.9,-1.292
3/3/2023 11:45,261,-0.766
3/3/2023 12:00,261,-0.584
3/3/2023 12:15,261,-0.208
3/3/2023 12:30,260.9,-0.502
3/3/2023 12:45,260.8,-0.057
3/3/2023 13:00,260.8,0.711
3/3/2023 13:15,260.8,-0.148
3/3/2023 13:30,260.8,0.499
3/3/2023 13:45,260.8,0.388
3/3/2023 14:00,260.6,1.106
3/3/2023 14:15,261,0.398
3/3/2023 14:30,260.8,0.104
3/3/2023 14:45,260.7,0.246
3/3/2023 15:00,260.7,0.702
3/3/2023 15:15,260.7,0.428
3/3/2023 15:30,260.7,0.914
3/3/2023 15:45,260.7,0.064
3/3/2023 16:00,260.7,0.286
3/3/2023 16:15,260.6,0.894
3/3/2023 16:30,260.6,1.238
3/3/2023 16:45,260.7,3.169
3/3/2023 17:00,260.6,1.642
3/3/2023 17:15,260.6,1.066
3/3/2023 17:30,260.7,0.813
3/3/2023 17:45,260.7,1.562
3/3/2023 18:00,260.5,1.611
3/3/2023 18:15,260.6,0.368
3/3/2023 18:30,260.5,-0.016
3/3/2023 18:45,260.6,-1.15
3/3/2023 19:00,260.5,-2.366
3/3/2023 19:15,260.6,-2.436
3/3/2023 19:30,260.5,-3.024
3/3/2023 19:45,260.7,-2.862
3/3/2023 20:00,260.6,-2.497
3/3/2023 20:15,260.6,-2.041
3/3/2023 20:30,260.7,-2.528
3/3/2023 20:45,260.7,-2.8
3/3/2023 21:00,260.7,-2.851
3/3/2023 21:15,260.8,-2.73
3/3/2023 21:30,260.7,-2.73
3/3/2023 21:45,260.7,-2.244
3/3/2023 22:00,260.7,-2.386
3/3/2023 22:15,260.8,-2.102
3/3/2023 22:30,260.7,-2.609
3/3/2023 22:45,260.7,-2.112
3/3/2023 23:00,260.7,-2.204
3/3/2023 23:15,260.7,-2.204
3/3/2023 23:30,260.8,-2.082
3/3/2023 23:45,260.7,-2.294
3/4/2023 0:00,260.8,-1.94
3/4/2023 0:15,260.7,-1.666
3/4/2023 0:30,260.7,-1.687
3/4/2023 0:45,260.7,-1.554
3/4/2023 1:00,260.7,-1.656
3/4/2023 1:15,260.7,-1.596
3/4/2023 1:30,260.7,-1.818
3/4/2023 1:45,260.7,-1.505
3/4/2023 2:00,260.7,-1.646
3/4/2023 2:15,260.7,-1.92
3/4/2023 2:30,260.7,-1.798
3/4/2023 2:45,260.5,-1.697
3/4/2023 3:00,260.4,-1.687
3/4/2023 3:15,260.6,-1.898
3/4/2023 3:30,260.6,-1.838
3/4/2023 3:45,260.6,-1.818
3/4/2023 4:00,260.7,-1.656
3/4/2023 4:15,260.5,-1.616
3/4/2023 4:30,260.6,-1.566
3/4/2023 4:45,260.7,-1.596
3/4/2023 5:00,260.5,-1.666
3/4/2023 5:15,260.6,-1.636
3/4/2023 5:30,260.6,-1.656
3/4/2023 5:45,260.6,-1.363
3/4/2023 6:00,260.6,-1.19
3/4/2023 6:15,260.6,-1.09
3/4/2023 6:30,260.6,-0.988
3/4/2023 6:45,260.6,-1.028
3/4/2023 7:00,260.6,-1.22
3/4/2023 7:15,260.6,-1.322
3/4/2023 7:30,260.6,-1.048
3/4/2023 7:45,260.6,-1.12
3/4/2023 8:00,260.6,-0.846
3/4/2023 8:15,260.6,-0.704
3/4/2023 8:30,260.5,-0.3
3/4/2023 8:45,260.6,-0.016
3/4/2023 9:00,260.5,-1.818
3/4/2023 9:15,260.5,-1.778
3/4/2023 9:30,260.6,-0.148
3/4/2023 9:45,260.5,0.711
3/4/2023 10:00,260.6,0.428
3/4/2023 10:15,260.6,1.176
3/4/2023 10:30,260.4,1.318
3/4/2023 10:45,260.4,1.722
3/4/2023 11:00,260.4,2.087
3/4/2023 11:15,260.5,2.106
3/4/2023 11:30,260.4,1.935
3/4/2023 11:45,260.4,1.945
3/4/2023 12:00,260.4,2.188
3/4/2023 12:15,260.4,2.188
3/4/2023 12:30,260.4,1.854
3/4/2023 12:45,260.4,2.188
3/4/2023 13:00,260.3,2.168
3/4/2023 13:15,260.4,2.36
3/4/2023 13:30,260.3,2.249
3/4/2023 13:45,260.2,2.713
3/4/2023 14:00,260.4,2.865
3/4/2023 14:15,260.4,2.976
3/4/2023 14:30,260.4,2.976
3/4/2023 14:45,260.4,2.845
3/4/2023 15:00,260.2,2.643
3/4/2023 15:15,260.3,2.32
3/4/2023 15:30,260.4,2.046
3/4/2023 15:45,260.3,2.168
3/4/2023 16:00,260.2,1.986
3/4/2023 16:15,260.4,1.5
3/4/2023 16:30,260.3,2.552
3/4/2023 16:45,260.2,3.644
3/4/2023 17:00,260.4,3.159
3/4/2023 17:15,260.4,3.128
3/4/2023 17:30,260.4,1.804
3/4/2023 17:45,260.2,2.016
3/4/2023 18:00,260.2,1.824
3/4/2023 18:15,260.3,1.611
3/4/2023 18:30,260.2,0.286
3/4/2023 18:45,260.5,-0.694
3/4/2023 19:00,260.7,-0.866
3/4/2023 19:15,260.8,-0.624
3/4/2023 19:30,260.8,-0.684
3/4/2023 19:45,261,-1.21
3/4/2023 20:00,261.4,-1.232
3/4/2023 20:15,261.5,-0.057
3/4/2023 20:30,261.5,0.165
3/4/2023 20:45,261.5,0.813
3/4/2023 21:00,261.5,1.045
3/4/2023 21:15,261.5,1.056
3/4/2023 21:30,261.5,1.258
3/4/2023 21:45,261.4,0.994
3/4/2023 22:00,261.4,0.803
3/4/2023 22:15,261.6,-0.391
3/4/2023 22:30,261.4,0.388
3/4/2023 22:45,261.6,0.346
3/4/2023 23:00,261.6,-0.078
3/4/2023 23:15,261.7,-0.198
3/4/2023 23:30,261.9,-0.522
3/4/2023 23:45,262.3,-1.515
3/5/2023 0:00,263.1,-1.474
3/5/2023 0:15,263.4,-1.535
3/5/2023 0:30,263.7,-1.92
3/5/2023 0:45,264.1,-2.658
3/5/2023 1:00,264.3,-2.8
3/5/2023 1:15,264.6,-2.872
3/5/2023 1:30,264.7,-2.992
3/5/2023 1:45,264.9,-3.074
3/5/2023 2:00,265.1,-3.014
3/5/2023 2:15,265.3,-2.973
3/5/2023 2:30,265.3,-2.943
3/5/2023 2:45,265.4,-2.943
3/5/2023 3:00,265.4,-2.973
3/5/2023 3:15,265.3,-3.014
3/5/2023 3:30,265.4,-2.953
3/5/2023 3:45,265.4,-2.872
3/5/2023 4:00,265.4,-2.832
3/5/2023 4:15,265.4,-2.973
3/5/2023 4:30,265.4,-2.953
3/5/2023 4:45,265.4,-2.902
3/5/2023 5:00,265.4,-3.024
3/5/2023 5:15,265.4,-2.963
3/5/2023 5:30,265.4,-4.068
3/5/2023 5:45,265.4,-4.371
3/5/2023 6:00,265.4,-4.352
3/5/2023 6:15,265.4,-4.96
3/5/2023 6:30,265.4,-5.538
3/5/2023 6:45,265.4,-5.304
3/5/2023 7:00,265.4,-5.608
3/5/2023 7:15,265.5,-5.304
3/5/2023 7:30,265.4,-5.365
3/5/2023 7:45,265.5,-5.497
3/5/2023 8:00,265.5,-5.264
3/5/2023 8:15,265.5,-4.544
3/5/2023 8:30,265.5,-4.594
3/5/2023 8:45,265.4,-4.21
3/5/2023 9:00,265.4,-3.418
3/5/2023 9:15,265.4,-2.588
3/5/2023 9:30,265.5,-1.576
3/5/2023 9:45,265.5,-0.461
3/5/2023 10:00,265.4,-0.289
3/5/2023 10:15,265.4,-0.32
3/5/2023 10:30,265.3,-0.452
3/5/2023 10:45,265.3,-0.36
3/5/2023 11:00,265.4,0.104
3/5/2023 11:15,265.1,0.702
3/5/2023 11:30,265.2,0.692
3/5/2023 11:45,265.1,-0.016
3/5/2023 12:00,265.1,0.145
3/5/2023 12:15,265.1,0.064
3/5/2023 12:30,265.1,0.145
3/5/2023 12:45,265.2,0.236
3/5/2023 13:00,265.2,0.53
3/5/2023 13:15,265.1,0.631
3/5/2023 13:30,265.1,0.792
3/5/2023 13:45,265.2,0.924
3/5/2023 14:00,264.9,1.096
3/5/2023 14:15,265.1,0.732
3/5/2023 14:30,265.1,0.024
3/5/2023 14:45,265.1,0.094
3/5/2023 15:00,265,0.216
3/5/2023 15:15,264.9,-0.138
3/5/2023 15:30,264.9,0.732
3/5/2023 15:45,265.4,2.633
3/5/2023 16:00,265,0.994
3/5/2023 16:15,264.9,0.408
3/5/2023 16:30,265,0.307
3/5/2023 16:45,264.9,-0.138
3/5/2023 17:00,264.6,-0.088
3/5/2023 17:15,265.1,-0.078
3/5/2023 17:30,265,0.064
3/5/2023 17:45,265,-1.798
3/5/2023 18:00,266,-2.486
3/5/2023 18:15,266.3,-2.669
3/5/2023 18:30,266.7,-2.7
3/5/2023 18:45,266.9,-2.628
3/5/2023 19:00,267.1,-2.628
3/5/2023 19:15,267.3,-2.588
3/5/2023 19:30,267.4,-2.405
3/5/2023 19:45,267.4,-1.738
3/5/2023 20:00,267.4,-1.554
3/5/2023 20:15,267.3,-1.576
3/5/2023 20:30,267.4,-0.644
3/5/2023 20:45,267.4,-1.292
3/5/2023 21:00,267.3,-2.223
3/5/2023 21:15,267.4,-1.09
3/5/2023 21:30,267.3,-1.343
3/5/2023 21:45,267.3,-1.079
3/5/2023 22:00,267.4,-0.928
3/5/2023 22:15,267.3,-0.796
3/5/2023 22:30,267.4,-1.069
3/5/2023 22:45,267.4,-0.573
3/5/2023 23:00,267.4,-0.442
3/5/2023 23:15,267.4,-0.684
3/5/2023 23:30,267.4,-0.948
3/5/2023 23:45,267.3,-1.21
3/6/2023 0:00,267.4,-1.382
3/6/2023 0:15,267.3,-1.576
3/6/2023 0:30,267.4,-1.677
3/6/2023 0:45,267.3,-1.778
3/6/2023 1:00,267.3,-2.345
3/6/2023 1:15,267.3,-3.388
3/6/2023 1:30,267.3,-4.291
3/6/2023 1:45,267.3,-4.534
3/6/2023 2:00,267.3,-5.477
3/6/2023 2:15,267.4,-5.466
3/6/2023 2:30,267.4,-5.436
3/6/2023 2:45,267.3,-5.436
3/6/2023 3:00,267.5,-4.808
3/6/2023 3:15,267.4,-4.594
3/6/2023 3:30,267.3,-4.746
3/6/2023 3:45,267.5,-5.162
3/6/2023 4:00,267.5,-4.696
3/6/2023 4:15,267.5,-4.33
3/6/2023 4:30,267.4,-4.189
3/6/2023 4:45,267.4,-3.986
3/6/2023 5:00,267.4,-3.986
3/6/2023 5:15,267.5,-3.662
3/6/2023 5:30,267.4,-3.662
3/6/2023 5:45,267.4,-3.418
3/6/2023 6:00,267.4,-2.538
3/6/2023 6:15,267.4,-2.648
3/6/2023 6:30,267.4,-2.81
3/6/2023 6:45,267.5,-3.014
3/6/2023 7:00,267.5,-3.338
3/6/2023 7:15,267.5,-3.58
3/6/2023 7:30,267.7,-3.784
3/6/2023 7:45,267.8,-3.986
3/6/2023 8:00,267.7,-4.087
3/6/2023 8:15,267.7,-3.996
3/6/2023 8:30,267.7,-3.48
3/6/2023 8:45,267.7,-2.953
3/6/2023 9:00,267.7,-3.257
3/6/2023 9:15,267.7,-3.278
3/6/2023 9:30,267.7,-3.165
3/6/2023 9:45,267.7,-2.609
3/6/2023 10:00,267.6,-2.233
3/6/2023 10:15,267.7,-1.566
3/6/2023 10:30,267.7,-0.786
3/6/2023 10:45,267.7,-1.292
3/6/2023 11:00,267.6,-0.148
3/6/2023 11:15,267.4,1.925
3/6/2023 11:30,267.8,1.238
3/6/2023 11:45,267.5,1.844
3/6/2023 12:00,267.4,0.084
3/6/2023 12:15,267.8,2.228
3/6/2023 12:30,267.3,1.844
3/6/2023 12:45,267.4,0.448
3/6/2023 13:00,267.4,-0.461
3/6/2023 13:15,267.4,2.087
3/6/2023 13:30,267.4,0.6
3/6/2023 13:45,267.5,1.014
3/6/2023 14:00,267.4,-0.078
3/6/2023 14:15,267.4,-1.515
3/6/2023 14:30,267.4,-1.768
3/6/2023 14:45,267.4,-1.859
3/6/2023 15:00,267.4,-1.413
3/6/2023 15:15,267.4,-1.98
3/6/2023 15:30,267.5,-1.818
3/6/2023 15:45,267.7,-1.171
3/6/2023 16:00,267.6,-1.372
3/6/2023 16:15,267.8,-0.897
3/6/2023 16:30,267.8,-0.846
3/6/2023 16:45,267.9,-1.11
3/6/2023 17:00,267.8,-1.048
3/6/2023 17:15,267.8,-0.684
3/6/2023 17:30,267.9,0.165
3/6/2023 17:45,267.8,0.266
3/6/2023 18:00,267.7,0.57
3/6/2023 18:15,267.8,-0.746
3/6/2023 18:30,267.8,-1.849
3/6/2023 18:45,267.8,-2.72
3/6/2023 19:00,267.7,-2.851
3/6/2023 19:15,267.7,-3.236
3/6/2023 19:30,267.8,-2.932
3/6/2023 19:45,267.8,-3.116
3/6/2023 20:00,267.8,-3.094
3/6/2023 20:15,267.8,-3.216
3/6/2023 20:30,267.7,-3.358
3/6/2023 20:45,267.9,-3.48
3/6/2023 21:00,267.8,-3.58
3/6/2023 21:15,267.9,-3.034
3/6/2023 21:30,267.9,-3.054
3/6/2023 21:45,267.9,-2.902
3/6/2023 22:00,267.9,-2.771
3/6/2023 22:15,267.8,-3.317
3/6/2023 22:30,267.8,-3.925
3/6/2023 22:45,267.8,-3.804
3/6/2023 23:00,267.8,-3.703
3/6/2023 23:15,268,-3.541
3/6/2023 23:30,267.9,-2.912
3/6/2023 23:45,267.9,-3.58
3/7/2023 0:00,267.9,-3.418
3/7/2023 0:15,267.9,-3.51
3/7/2023 0:30,267.9,-3.601
3/7/2023 0:45,267.8,-2.973
3/7/2023 1:00,267.9,-3.074
3/7/2023 1:15,267.9,-2.71
3/7/2023 1:30,267.8,-2.842
3/7/2023 1:45,267.8,-2.528
3/7/2023 2:00,267.8,-2.304
3/7/2023 2:15,267.8,-2.184
3/7/2023 2:30,267.8,-2.578
3/7/2023 2:45,267.7,-2.184
3/7/2023 3:00,267.7,-2.304
3/7/2023 3:15,267.7,-2.223
3/7/2023 3:30,267.7,-2.102
3/7/2023 3:45,267.8,-2.082
3/7/2023 4:00,267.7,-2.162
3/7/2023 4:15,267.9,-2.184
3/7/2023 4:30,267.7,-2.395
3/7/2023 4:45,267.7,-2.426
3/7/2023 5:00,267.8,-2.507
3/7/2023 5:15,267.7,-2.446
3/7/2023 5:30,267.7,-2.294
3/7/2023 5:45,267.7,-2.244
3/7/2023 6:00,267.7,-2.041
3/7/2023 6:15,267.8,-1.94
3/7/2023 6:30,267.6,-1.94
3/7/2023 6:45,267.7,-1.828
3/7/2023 7:00,267.7,-4.756
3/7/2023 7:15,267.6,-5.122
3/7/2023 7:30,267.7,-5.122
3/7/2023 7:45,267.7,-5.284
3/7/2023 8:00,267.7,-5.03
3/7/2023 8:15,267.8,-4.502
3/7/2023 8:30,267.7,-4.048
3/7/2023 8:45,267.8,-3.662
3/7/2023 9:00,267.7,-3.084
3/7/2023 9:15,267.7,-1.889
3/7/2023 9:30,267.7,-0.907
3/7/2023 9:45,267.8,-1.13
3/7/2023 10:00,267.7,-2.314
3/7/2023 10:15,267.9,-2.021
3/7/2023 10:30,267.7,-0.746
3/7/2023 10:45,267.7,-0.512
3/7/2023 11:00,267.3,-0.118
3/7/2023 11:15,267.6,1.318
3/7/2023 11:30,267.4,0.61
3/7/2023 11:45,267.3,0.55
3/7/2023 12:00,267.6,0.67
3/7/2023 12:15,267.4,0.378
3/7/2023 12:30,267.1,0.337
3/7/2023 12:45,267.3,0.6
3/7/2023 13:00,267.3,0.752
3/7/2023 13:15,267.2,1.601
3/7/2023 13:30,267.4,0.489
3/7/2023 13:45,267.3,1.722
3/7/2023 14:00,267.3,0.934
3/7/2023 14:15,267.4,1.48
3/7/2023 14:30,267.3,1.024
3/7/2023 14:45,267.4,1.692
3/7/2023 15:00,267.2,1.48
3/7/2023 15:15,267.3,1.46
3/7/2023 15:30,267.2,0.954
3/7/2023 15:45,267.2,1.996
3/7/2023 16:00,267.3,1.217
3/7/2023 16:15,267.2,1.035
3/7/2023 16:30,267.2,0.711
3/7/2023 16:45,267.3,0.702
3/7/2023 17:00,267.2,0.631
3/7/2023 17:15,267.2,0.732
3/7/2023 17:30,267.1,0.55
3/7/2023 17:45,267.2,0.327
3/7/2023 18:00,267.3,0.185
3/7/2023 18:15,267.3,0.104
3/7/2023 18:30,267.3,0.044
3/7/2023 18:45,267.3,-0.28
3/7/2023 19:00,267.3,-1.15
3/7/2023 19:15,267.3,-1.98
3/7/2023 19:30,267.8,-2.628
3/7/2023 19:45,268,-2.992
3/7/2023 20:00,268.2,-2.882
3/7/2023 20:15,268.2,-1.738
3/7/2023 20:30,268.2,-1.494
3/7/2023 20:45,268.1,-1.332
3/7/2023 21:00,268.6,-1.11
3/7/2023 21:15,268.2,-1.15
3/7/2023 21:30,268.3,-1.332
3/7/2023 21:45,268.2,-1.353
3/7/2023 22:00,268.2,-1.15
3/7/2023 22:15,268.2,-1.19
3/7/2023 22:30,268.2,-0.886
3/7/2023 22:45,268.4,-0.907
3/7/2023 23:00,268.2,-1.009
3/7/2023 23:15,268.2,-0.886
3/7/2023 23:30,268.2,-0.988
3/7/2023 23:45,268.3,-1.596
3/8/2023 0:00,268.1,-1.392
3/8/2023 0:15,268.2,-1.434
3/8/2023 0:30,268.2,-1.687
3/8/2023 0:45,268.2,-1.494
3/8/2023 1:00,268.1,-1.818
3/8/2023 1:15,268.2,-1.544
3/8/2023 1:30,268.2,-1.656
3/8/2023 1:45,268.2,-1.758
3/8/2023 2:00,268.2,-1.697
3/8/2023 2:15,268.2,-1.798
3/8/2023 2:30,267.9,-1.585
3/8/2023 2:45,268.3,-1.596
3/8/2023 3:00,268.2,-1.544
3/8/2023 3:15,268.2,-1.697
3/8/2023 3:30,268.1,-1.828
3/8/2023 3:45,268.1,-1.778
3/8/2023 4:00,268.2,-1.788
3/8/2023 4:15,268.1,-1.716
3/8/2023 4:30,268.1,-1.818
3/8/2023 4:45,268,-1.444
3/8/2023 5:00,268.1,-1.535
3/8/2023 5:15,268.2,-1.554
3/8/2023 5:30,268.2,-1.596
3/8/2023 5:45,268.2,-1.454
3/8/2023 6:00,268,-1.232
3/8/2023 6:15,268.1,-0.866
3/8/2023 6:30,268,-1.009
3/8/2023 6:45,268.2,-1.19
3/8/2023 7:00,268.1,-1.12
3/8/2023 7:15,268.1,-0.948
3/8/2023 7:30,268.1,-1.048
3/8/2023 7:45,268.2,-1.252
3/8/2023 8:00,268,-1.677
3/8/2023 8:15,268.1,-1.636
3/8/2023 8:30,268.3,-1.636
3/8/2023 8:45,268.2,-1.14
3/8/2023 9:00,267.9,-1.069
3/8/2023 9:15,268,-0.644
3/8/2023 9:30,268.2,-0.452
3/8/2023 9:45,268.1,0.428
3/8/2023 10:00,268,0.934
3/8/2023 10:15,267.9,1.045
3/8/2023 10:30,267.9,1.46
3/8/2023 10:45,268,1.348
3/8/2023 11:00,268,2.077
3/8/2023 11:15,268,1.217
3/8/2023 11:30,267.7,0.975
3/8/2023 11:45,268,1.217
3/8/2023 12:00,267.9,1.53
3/8/2023 12:15,267.9,1.49
3/8/2023 12:30,267.8,1.045
3/8/2023 12:45,267.9,0.53
3/8/2023 13:00,268.1,0.024
3/8/2023 13:15,268,-0.198
3/8/2023 13:30,268.1,-0.563
3/8/2023 13:45,268.1,0.165
3/8/2023 14:00,268.2,0.894
3/8/2023 14:15,268.2,1.439
3/8/2023 14:30,268.2,1.277
3/8/2023 14:45,268.2,1.014
3/8/2023 15:00,268.1,0.276
3/8/2023 15:15,268.2,0.408
3/8/2023 15:30,268.1,0.852
3/8/2023 15:45,268.1,0.934
3/8/2023 16:00,268.2,-0.159
3/8/2023 16:15,268.2,-0.36
3/8/2023 16:30,268.3,-0.584
3/8/2023 16:45,268.4,-0.725
3/8/2023 17:00,268.7,-0.704
3/8/2023 17:15,268.6,-0.432
3/8/2023 17:30,268.7,-0.3
3/8/2023 17:45,268.7,0.226
3/8/2023 18:00,268.7,-0.391
3/8/2023 18:15,268.7,-0.159
3/8/2023 18:30,268.7,-0.289
3/8/2023 18:45,268.7,-0.725
3/8/2023 19:00,269.3,-1.404
3/8/2023 19:15,269.4,-1.454
3/8/2023 19:30,269.6,-1.758
3/8/2023 19:45,269.6,-1.697
3/8/2023 20:00,269.6,-1.697
3/8/2023 20:15,269.6,-1.677
3/8/2023 20:30,269.6,-2.264
3/8/2023 20:45,269.6,-3.216
3/8/2023 21:00,269.6,-4.178
3/8/2023 21:15,269.6,-4.412
3/8/2023 21:30,269.6,-3.499
3/8/2023 21:45,269.6,-3.742
3/8/2023 22:00,269.6,-3.742
3/8/2023 22:15,269.6,-3.155
3/8/2023 22:30,269.7,-2.73
3/8/2023 22:45,269.6,-2.061
3/8/2023 23:00,269.6,-2.426
3/8/2023 23:15,269.6,-2.932
